"Score","Category","File","FullPath","LineNumber","SuggestedRange","MatchedPattern","Code"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9697","9694-9705","report","""Fragnet Register"": default_report_context[""fragnet_register_df""],"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9698","9695-9706","report","""Impact Calculation Table"": default_report_context[""impact_calculation_df""],"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9699","9696-9707","report","""Affected Activities / Criticality Table"": default_report_context[""activity_impact_df""],"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9700","9697-9708","report","""Causation / Concurrency / Entitlement Matrix"": default_report_context[""causation_matrix_df""],"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9701","9698-9709","report","""Evidence Checklist"": default_report_context[""evidence_register_df""],"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9702","9699-9710","report","""Data Readiness Matrix"": default_report_context[""readiness_matrix_df""],"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9703","9700-9711","report","""P6 Control Sheet"": default_report_context[""p6_controls_df""],"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9706","9703-9714","report","st.markdown(""#### Report Generator"")"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9707","9704-9715","report","st.subheader(""Time Impact Analysis Report | Director Pack"")"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9708","9705-9716","report","template_status_col, last_report_col, completion_col, source_status_col = st.columns(4)"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9715","9712-9723","report","value=default_report_context[""project_name""],"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9720","9717-9728","report","value=default_report_context[""contract_no""],"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9725","9722-9733","report","value=default_report_context[""revision""],"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9730","9727-9738","report","default_data_date = pd.to_datetime(default_report_context[""data_date""], errors=""coerce"")"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9738","9735-9746","report","value=default_report_context[""employer""],"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9743","9740-9751","report","value=default_report_context[""contractor""],"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9750","9747-9758","report","value=default_report_context[""contract_form_clause""],"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9755","9752-9763","report","value=default_report_context[""accepted_baseline_programme""],"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9762","9759-9770","report","value=default_report_context[""impacted_update_programme""],"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9767","9764-9775","report","value=default_report_context[""calendar_basis""],"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9774","9771-9782","report","value=default_report_context[""schedule_file_name""],"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9779","9776-9787","report","value=default_report_context[""schedule_options""],"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9786","9783-9794","report","value=default_report_context[""critical_path_basis""],"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9791","9788-9799","report","value=default_report_context[""retained_logic_setting""],"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9798","9795-9806","report","value=default_report_context[""out_of_sequence_treatment""],"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9803","9800-9811","report","value=default_report_context[""constraints""],"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9811","9808-9819","report","value=default_report_context[""calendars""],"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9816","9813-9824","report","value=default_report_context[""open_ends""],"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9821","9818-9829","report","value=default_report_context[""negative_float""],"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9827","9824-9835","report","list(report_source_frames.keys()),"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9828","9825-9836","report","default=list(report_source_frames.keys()),"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9837","9834-9845","report","current_report_inputs = {"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9858","9855-9866","report","completion_pct, missing_required_fields = compute_required_fields_completion(current_report_inputs)"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9876","9873-9884","report","active_project_context.reports_path,"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9883","9880-9891","report","**current_report_inputs,"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9932","9929-9940","output","sync_ok, sync_output = run_repository_sync_once()"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9939","9936-9947","output","if sync_output:"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9940","9937-9948","output","st.code(sync_output, language=""text"")"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9959","9956-9967","output","output_mode = st.radio("
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9960","9957-9968","output","""Choose dashboard output"","
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9965","9962-9973","report","""Detailed Progress report"","
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9993","9990-10001","output","output_project_slug = re.sub(r""[^A-Za-z0-9._-]+"", ""_"", active_project_id or ""all_projects"").strip(""_"")"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9994","9991-10002","output","if output_mode == ""Executive dashboard"":"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10014","10011-10022","output","elif output_mode == ""Original presentation print-only"":"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10050","10047-10058","output","elif output_mode == ""Linked executive dashboard"":"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10073","10070-10081","report","linked_report_date = pd.Timestamp.today().strftime(""%d %b %Y"")"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10138","10135-10146","report","evm_html = printEVMHtml(linked_project_title, linked_report_date, linked_evmData, rootCauseDf, mitigationDf, evmComments)"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10227","10224-10235","output; report","elif output_mode == ""Detailed Progress report"":"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10228","10225-10236","openpyxl","if not OPENPYXL_AVAILABLE:"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10230","10227-10238","openpyxl","st.code(""pip install openpyxl"", language=""powershell"")"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10245","10242-10253","report","""03 Report Control"","
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10281","10278-10289","report","if report_assumptions:"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10283","10280-10291","report","st.dataframe(pd.DataFrame({""Assumption / Limitation"": report_assumptions}), width=""stretch"", hide_index=True, height=dataframe_height(pd.DataFrame({""Assumption / Limitation"": report_assumptions}), max_height=320))"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10358","10355-10366","report","st.markdown(report_readme)"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10711","10708-10719","report","""Daily Reports"","
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10712","10709-10720","report","""Weekly Reports"","
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10882","10879-10890","openpyxl","if OPENPYXL_AVAILABLE and not contract_clauses_df.empty:"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10890","10887-10898","to_csv","evidence_matrix_csv = contract_evidence_mappings_df.to_csv(index=False).encode(""utf-8"")"
"1","Possible report reference","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","15","12-23","output","""output_file_where_used"": ""All tabs"","
"1","Possible report reference","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","34","31-42","output","""output_file_where_used"": ""Streamlit Decision Making dashboard"","
"1","Possible report reference","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","53","50-61","output","""output_file_where_used"": ""Streamlit Decision Making dashboard"","
"1","Possible report reference","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","72","69-80","output","""output_file_where_used"": ""Streamlit Decision Making dashboard"","
"1","Possible report reference","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","91","88-99","output","""output_file_where_used"": ""Streamlit Decision Making dashboard"","
"1","Possible report reference","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","480","477-488","output","""displayed_field_kpi_chart_or_table"": ""DOCX/HTML/CSV/Primavera outputs"","
